AMP,TXP,ABP,AIP,AVP,ACP,AFP,DDV,CPP,CCC,APP,AAP,AHTP,PBP,QSP
0.489875,0.2445,0.2365,0.19437500000000002,0.85325,0.1075,0.112375,0.05575000000000001,0.05462499999999999,0.9726250000000001,0.977625,0.985375,0.008875000000000001,0.993,0.993
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.0,0.0
0.489875,0.2445,0.2365,0.19437500000000002,0.0,0.1075,0.112375,0.05575000000000001,0.05462499999999999,0.0,0.0,0.0,0.008875000000000001,0.0,0.0
0.655875,0.390375,0.38137499999999996,0.32499999999999996,0.0,0.19187500000000002,0.20099999999999998,0.10487500000000001,0.10325,0.0,0.0,0.0,0.0175,0.0,0.0
